date,value
2001-06-18,131.43377572552632
2001-06-19,132.19300253619812
2001-06-20,133.36279031541315
2001-06-21,134.17638437995262
2001-06-22,133.67198496111013
2001-06-25,132.32202608908736
2001-06-26,131.49873177165003
2001-06-27,131.26466456970292
2001-06-28,133.80859068666032
2001-06-29,134.593494935147
2001-07-02,135.96664298712312
2001-07-03,135.3109234010076
2001-07-04,135.00758694301643
2001-07-05,134.5347245298337
2001-07-06,130.72718535985103
2001-07-09,130.6663112528735
2001-07-10,128.87482754835682
2001-07-11,127.57182333215567
2001-07-12,130.98233257203228
2001-07-13,131.63881707779194
2001-07-16,130.31025875253678
2001-07-17,130.8842448710563
2001-07-18,127.70457327827384
2001-07-19,128.92414053700293
2001-07-20,128.03518887533554
2001-07-23,127.05604181242718
2001-07-24,124.88398726330708
2001-07-25,125.0972716240452
2001-07-26,126.23206656444953
2001-07-27,127.37619116223546
2001-07-30,127.31181223346992
2001-07-31,128.48408961752463
2001-08-01,128.63206032601963
2001-08-02,129.0779890107314
2001-08-03,127.80229207653552
2001-08-06,127.52478105716855
2001-08-07,128.3442104669887
2001-08-08,126.63588522053236
2001-08-09,124.25839732510148
2001-08-10,123.76530023898316
2001-08-13,123.43754743790376
2001-08-14,124.12593403766532
2001-08-15,122.2731298355382
2001-08-16,121.67157859423432
2001-08-17,119.53246392014292
2001-08-20,120.21188667756618
2001-08-21,119.94636435180936
2001-08-22,119.639710863879
2001-08-23,120.0828443123688
2001-08-24,121.92634665842996
2001-08-27,122.10605591938406
2001-08-28,120.5595703145736
2001-08-29,119.4505298733066
2001-08-30,117.44863243967224
2001-08-31,117.8011204507665
2001-09-03,117.26919136277294
2001-09-04,119.63225447339607
2001-09-05,119.03925004236574
2001-09-06,116.42717880284488
2001-09-07,113.1846063059332
2001-09-10,113.30570582709407
2001-09-11,110.614392945567
2001-09-12,110.32407624622849
2001-09-13,110.61821372153966
2001-09-14,108.20798627935405
2001-09-17,105.454784608525
2001-09-18,104.74072276201598
2001-09-19,102.815282906681
2001-09-20,99.87557810313244
2001-09-21,98.4637566475256
2001-09-24,102.24737938406192
2001-09-25,102.5560753897693
2001-09-26,102.77027202626329
2001-09-27,103.7664688415575
2001-09-28,107.12810547844704
2001-10-01,106.07790135765616
2001-10-02,107.22050227419602
2001-10-03,107.91462728380682
2001-10-04,109.7632632719211
2001-10-05,109.2430171077372
2001-10-08,108.7306512884572
2001-10-09,108.09467804897366
2001-10-10,110.69743450258022
2001-10-11,113.2350659961508
2001-10-12,112.62415187942727
2001-10-15,111.61057730642268
2001-10-16,112.26226083120268
2001-10-17,112.19870881223628
2001-10-18,111.26371332133944
2001-10-19,111.48921258257754
2001-10-22,113.40774697604098
2001-10-23,114.46098166811898
2001-10-24,114.25432242554446
2001-10-25,114.05652661607958
2001-10-26,115.336685298537
2001-10-29,111.78440191129162
2001-10-30,109.38610010043531
2001-10-31,110.3858170638428
2001-11-01,111.5665381079914
2001-11-02,112.02134626077404
2001-11-05,114.3993333702706
2001-11-06,115.564058212463
2001-11-07,115.0598657814154
2001-11-08,116.83490273618038
2001-11-09,116.40086581603212
2001-11-12,115.2691505108266
2001-11-13,118.5426698103272
2001-11-14,118.62727219981198
2001-11-15,119.34693184852529
2001-11-16,119.0167682118354
2001-11-19,120.93062682558072
2001-11-20,119.6149325762864
2001-11-21,119.86219690774142
2001-11-22,119.8523205775074
2001-11-23,120.6418827800068
2001-11-26,121.01353954237727
2001-11-27,119.8581163239428
2001-11-28,117.57649003857244
2001-11-29,118.13787070663432
2001-11-30,117.59799366865354
2001-12-03,116.96389373129036
2001-12-04,118.20090188337522
2001-12-05,121.35792171431888
2001-12-06,121.1175793158278
2001-12-07,120.08662685557005
2001-12-10,118.3568433090273
2001-12-11,118.06866426773848
2001-12-12,117.4404017468077
2001-12-13,115.25824954816912
2001-12-14,114.57138820234688
2001-12-17,115.66489602944934
2001-12-18,116.57515506774646
2001-12-19,117.02004747586706
2001-12-20,116.40490303987788
2001-12-21,118.10463014896015
2001-12-24,119.0033997775524
2001-12-25,118.96555393367277
2001-12-26,119.12368729293424
2001-12-27,119.5091736297608
2001-12-28,120.67642865600328
2001-12-31,118.98316011184042
2002-01-01,118.98316011184042
2002-01-02,117.57089809508108
2002-01-03,119.33944809144852
2002-01-04,120.78051059890572
2002-01-07,120.26852092415892
2002-01-08,119.53551965333486
2002-01-09,119.34727418634778
2002-01-10,118.45508515059838
2002-01-11,118.20876157516854
2002-01-14,116.6637287394851
2002-01-15,117.56143189457364
2002-01-16,116.81743282555004
2002-01-17,118.165622848649
2002-01-18,117.15240782561074
2002-01-21,117.00440894096988
2002-01-22,116.27888081934972
2002-01-23,116.74234913168776
2002-01-24,118.10760497263482
2002-01-25,119.48583577057678
2002-01-28,120.24497008860514
2002-01-29,117.568531392678
2002-01-30,117.63420996165728
2002-01-31,119.31963080216264
2002-02-01,118.68872066440149
2002-02-04,115.99798490371688
2002-02-05,114.74451721726712
2002-02-06,113.94783154427176
2002-02-07,114.14913893410346
2002-02-08,114.957285886317
2002-02-11,115.8243618855544
2002-02-12,115.86510991742637
2002-02-13,117.25192054585568
2002-02-14,117.8627004413121
2002-02-15,116.4065210043651
2002-02-18,116.52237666783634
2002-02-19,113.9452973950674
2002-02-20,114.7408680486874
2002-02-21,114.42353950200852
2002-02-22,114.0342643653059
2002-02-25,116.21724174808918
2002-02-26,116.64263733114292
2002-02-27,117.92176930807256
2002-02-28,117.7095834497108
2002-03-01,119.82113532676
2002-03-04,122.2782583570356
2002-03-05,121.64866503848326
2002-03-06,122.25762489906242
2002-03-07,122.14514906252413
2002-03-08,123.19913925600083
2002-03-11,123.41072067652875
2002-03-12,122.86962055787436
2002-03-13,121.64738624501906
2002-03-14,121.10613132643265
2002-03-15,122.18953178823568
2002-03-18,122.3504523404021
2002-03-19,122.79010727255414
2002-03-20,121.0396975594366
2002-03-21,121.22734024649924
2002-03-22,121.15428760965064
2002-03-25,120.02305042155734
2002-03-26,120.4281712715517
2002-03-27,121.36014511574848
2002-03-28,122.08602009778063
2002-03-29,121.8522392357538
2002-04-01,121.03711979507318
2002-04-02,120.15603815977198
2002-04-03,119.6809423573803
2002-04-04,119.27529561076794
2002-04-05,119.4089462408884
2002-04-08,119.42073419643674
2002-04-09,118.70550829562576
2002-04-10,119.57410658661584
2002-04-11,116.7630862613779
2002-04-12,117.59532866401383
2002-04-15,117.36930298950725
2002-04-16,119.50469856092636
2002-04-17,119.17407255042768
2002-04-18,118.67277710369883
2002-04-19,118.88204278610652
2002-04-22,117.73079184694843
2002-04-23,117.0904199444174
2002-04-24,116.26453600526928
2002-04-25,115.35312136165408
2002-04-26,114.17997686456926
2002-04-29,113.1017940853167
2002-04-30,113.96148479205546
2002-05-01,114.1400226210275
2002-05-02,114.26629676111271
2002-05-03,112.53945908988396
2002-05-06,110.86755299103734
2002-05-07,110.40823768320968
2002-05-08,113.98185558952044
2002-05-09,113.00691191078684
2002-05-10,111.2254050349717
2002-05-13,112.75468824945678
2002-05-14,115.29097842768437
2002-05-15,114.9733250270486
2002-05-16,115.248234880018
2002-05-17,114.72932217835712
2002-05-20,113.72898527984832
2002-05-21,113.2987526048682
2002-05-22,112.545501257607
2002-05-23,113.71057524725865
2002-05-24,112.87461318168005
2002-05-27,113.11177061390848
2002-05-28,111.4899885011948
2002-05-29,110.64072838578876
2002-05-30,109.61414862422882
2002-05-31,110.10104277529292
2002-06-03,108.08399696278951
2002-06-04,106.88051763562872
2002-06-05,107.60542325798836
2002-06-06,105.63039190121528
2002-06-07,104.97412378316048
2002-06-10,105.21099619261844
2002-06-11,104.53934506952204
2002-06-12,103.90682156167712
2002-06-13,102.86203658670568
2002-06-14,101.56910974682523
2002-06-17,104.36313128464354
2002-06-18,104.0322341776386
2002-06-19,101.73508484774594
2002-06-20,99.73036339036648
2002-06-21,98.22173005203284
2002-06-24,97.18130624217352
2002-06-25,97.42801131822849
2002-06-26,95.0648331785138
2002-06-27,96.90601814220668
2002-06-28,97.81600882243484
2002-07-01,96.67163298955258
2002-07-02,94.72930853595535
2002-07-03,94.77324850798118
2002-07-04,95.33511505229134
2002-07-05,98.96532491269052
2002-07-08,97.26598691863384
2002-07-09,95.35489965658674
2002-07-10,92.9675764920078
2002-07-11,92.0529773383462
2002-07-12,91.86524231940255
2002-07-15,89.02667189159517
2002-07-16,87.71186603524703
2002-07-17,89.06161065426728
2002-07-18,88.2097695815597
2002-07-19,84.59744468131645
2002-07-22,82.17033256767643
2002-07-23,81.22038010232613
2002-07-24,83.2151726666752
2002-07-25,83.15141592953194
2002-07-26,84.61812954567235
2002-07-29,89.4279614098135
2002-07-30,89.20272772970523
2002-07-31,90.22025375789909
2002-08-01,87.40877853722837
2002-08-02,86.04436992158291
2002-08-05,83.4739806249356
2002-08-06,86.94834625310565
2002-08-07,87.60834540465136
2002-08-08,90.34061150490489
2002-08-09,90.88179836752867
2002-08-12,89.57331245505777
2002-08-13,88.6939007822637
2002-08-14,89.62189942837118
2002-08-15,91.55123865570933
2002-08-16,91.31498668707049
2002-08-19,93.59874136497992
2002-08-20,92.49671593035409
2002-08-21,93.14508853675972
2002-08-22,95.110613761163
2002-08-23,93.47168737962112
2002-08-26,93.84681402401648
2002-08-27,92.99756770633776
2002-08-28,90.77567211502692
2002-08-29,90.01095147835845
2002-08-30,90.34667192101595
2002-09-02,89.58115301978944
2002-09-03,85.40533433009766
2002-09-04,86.32165982299851
2002-09-05,85.63477018606645
2002-09-06,87.54444325519974
2002-09-09,88.04704991715282
2002-09-10,89.55384911129075
2002-09-11,90.22776367671597
2002-09-12,87.74727456327855
2002-09-13,87.05777338799322
2002-09-16,87.43619808490821
2002-09-17,86.59509463395739
2002-09-18,84.91119041689802
2002-09-19,82.81305685815836
2002-09-20,82.58192515217675
2002-09-23,81.0650056816824
2002-09-24,79.98338381092185
2002-09-25,81.48528661194302
2002-09-26,83.69150398428242
2002-09-27,82.34322023753468
2002-09-30,79.78524619897905
2002-10-01,81.97876933194115
2002-10-02,81.39399005301021
2002-10-03,80.27821450504914
2002-10-04,79.12577273929149
2002-10-07,77.59013723152971
2002-10-08,78.1909641167223
2002-10-09,76.20630557941347
2002-10-10,78.25694457419108
2002-10-11,81.22535705115004
2002-10-14,81.28041570830042
2002-10-15,85.49640178954178
2002-10-16,83.99401459606848
2002-10-17,86.57519982905379
2002-10-18,86.86754933588283
2002-10-21,87.59876251389983
2002-10-22,86.3775570886729
2002-10-23,86.13899581367225
2002-10-24,86.07505955217263
2002-10-25,86.70857197054585
2002-10-28,86.25598411153446
2002-10-29,84.57229741991786
2002-10-30,85.83615346600591
2002-10-31,85.48681270970052
2002-11-01,85.70765738813517
2002-11-04,87.15074291667307
2002-11-05,87.50761818744861
2002-11-06,87.92608224897367
2002-11-07,85.64025523103858
2002-11-08,84.50987716888123
2002-11-11,83.20047763102927
2002-11-12,83.9453445882764
2002-11-13,83.72702042822083
2002-11-14,85.55587843364047
2002-11-15,86.07129909594319
2002-11-18,85.49961578409496
2002-11-19,84.89624803401578
2002-11-20,86.39619013347742
2002-11-21,88.69067530955641
2002-11-22,88.74453279719428
2002-11-25,89.29019405078886
2002-11-26,87.59739023605805
2002-11-27,89.81757725070756
2002-11-28,89.87867380749789
2002-11-29,89.67992378881301
2002-12-02,89.54620100112886
2002-12-03,88.00590178433713
2002-12-04,87.32291979833371
2002-12-05,86.28780114014232
2002-12-06,86.08358617010995
2002-12-09,84.42333972433303
2002-12-10,85.05843733058337
2002-12-11,85.35975016478233
2002-12-12,84.45920996313133
2002-12-13,83.12715378843468
2002-12-16,84.95920512822632
2002-12-17,83.69027010887028
2002-12-18,82.5266302554593
2002-12-19,82.29052599096454
2002-12-20,83.04042605607869
2002-12-23,83.27255185807053
2002-12-24,82.82607082954905
2002-12-25,82.8027214014257
2002-12-26,82.58364465273539
2002-12-27,80.71866927633964
2002-12-30,80.90764980954489
2002-12-31,80.87933298645076
2003-01-01,80.87933298645076
2003-01-02,83.81538100536171
2003-01-03,83.72073577123325
2003-01-06,84.79410841104085
2003-01-07,84.4517726478683
2003-01-08,83.49518309082937
2003-01-09,84.08992087423664
2003-01-10,83.8995647435553
2003-01-13,83.75078756711457
2003-01-14,84.06571941797377
2003-01-15,83.12979238582457
2003-01-16,82.98946808852054
2003-01-17,81.34019331511321
2003-01-20,80.83451700880059
2003-01-21,79.87933267734284
2003-01-22,78.80374991357004
2003-01-23,79.00739439733127
2003-01-24,77.12322585936775
2003-01-27,75.37187647866008
2003-01-28,75.81591691284798
2003-01-29,75.97220466396408
2003-01-30,76.02048011937302
2003-01-31,76.6542088540192
2003-02-03,77.36255012550792
2003-02-04,75.42964397785701
2003-02-05,75.76889499994383
2003-02-06,74.93991654900115
2003-02-07,74.3390016927084
2003-02-10,74.74666237753762
2003-02-11,75.15894074069452
2003-02-12,74.21727622740129
2003-02-13,73.54560653265078
2003-02-14,74.96447969030577
2003-02-17,75.75292472398728
2003-02-18,77.10081396804206
2003-02-19,76.04452055868306
2003-02-20,75.08992125405
2003-02-21,75.7908240896741
2003-02-24,75.05383613561871
2003-02-25,74.62900274817464
2003-02-26,73.7743206829499
2003-02-27,74.61990279300392
2003-02-28,75.01216603903467
2003-03-03,74.5293664267602
2003-03-04,73.11855536967973
2003-03-05,72.97964041304911
2003-03-06,72.32087330802166
2003-03-07,71.8196033632969
2003-03-10,70.09451206929097
2003-03-11,69.59965956186952
2003-03-12,69.32212601081979
2003-03-13,72.33507374952136
2003-03-14,73.94457016847291
2003-03-17,76.44761039202324
2003-03-18,77.13556776151862
2003-03-19,78.07779832350975
2003-03-20,78.0784127852567
2003-03-21,80.16975771957479
2003-03-24,77.16456135914974
2003-03-25,77.64219403935566
2003-03-26,77.62214729093965
2003-03-27,76.96563781958119
2003-03-28,76.37140139130402
2003-03-31,73.84646722192784
2003-04-01,74.70934968089149
2003-04-02,77.15375518252257
2003-04-03,77.37813538379973
2003-04-04,77.97526140504216
2003-04-07,79.3146541600358
2003-04-08,78.6167186410176
2003-04-09,77.75262581715006
2003-04-10,76.94675503003812
2003-04-11,77.17444210705943
2003-04-14,78.00779419439628
2003-04-15,78.80136311412222
2003-04-16,77.72623898988623
2003-04-17,78.35197893069657
2003-04-18,78.36278281048976
2003-04-21,78.49073414337167
2003-04-22,79.06337878167362
2003-04-23,79.8698625515241
2003-04-24,78.79837445721745
2003-04-25,77.74276632958366
2003-04-28,79.1035719748168
2003-04-29,79.08653733485451
2003-04-30,78.60417970398898
2003-05-01,78.05245886327754
2003-05-02,79.08432876975235
2003-05-05,78.83857518291218
2003-05-06,79.40724848081771
2003-05-07,78.94561027716934
2003-05-08,77.42615826254568
2003-05-09,78.11802114755497
2003-05-12,78.53004591722737
2003-05-13,78.61304475850518
2003-05-14,78.73957232840245
2003-05-15,79.41335231240359
2003-05-16,79.03534367166453
2003-05-19,76.3916064584878
2003-05-20,76.60851615333833
2003-05-21,76.33045147722757
2003-05-22,77.17253937941662
2003-05-23,76.74108930753474
2003-05-26,76.28937535120299
2003-05-27,77.16793902262997
2003-05-28,78.31787971739676
2003-05-29,77.92054850114839
2003-05-30,78.83060470954682
2003-06-02,79.85820117022136
2003-06-03,79.91187761098918
2003-06-04,81.11697306664415
2003-06-05,80.48801139265522
2003-06-06,81.67966832963899
2003-06-09,80.53627302827645
2003-06-10,81.43185857166115
2003-06-11,82.11315195411952
2003-06-12,82.4846390850406
2003-06-13,81.38029456638407
2003-06-16,82.42591153533179
2003-06-17,83.08407038659645
2003-06-18,83.79261638687055
2003-06-19,82.71674107026648
2003-06-20,83.25391959649673
2003-06-23,82.69955871097068
2003-06-24,82.49876322118783
2003-06-25,82.01410647900586
2003-06-26,83.02462086404545
2003-06-27,82.84425707029028
2003-06-30,82.12614487098398
2003-07-01,81.65455540405374
2003-07-02,83.3446039965829
2003-07-03,83.25043522471756
2003-07-04,83.31092757711738
2003-07-07,85.73057653570945
2003-07-08,86.15545048106922
2003-07-09,85.58699315046714
2003-07-10,84.50631455802264
2003-07-11,85.24234321361286
2003-07-14,86.18889300906497
2003-07-15,86.01465279147169
2003-07-16,85.62951348225239
2003-07-17,84.74002163125816
2003-07-18,85.18314078478659
2003-07-21,83.68081690112874
2003-07-22,83.99707449610109
2003-07-23,83.68700856181232
2003-07-24,83.5713123673837
2003-07-25,83.988037751395
2003-07-28,84.54432881527073
2003-07-29,83.9881444024788
2003-07-30,84.38305868125435
2003-07-31,85.48149625871169
2003-08-01,84.82627705370085
2003-08-04,84.20753256634028
2003-08-05,83.38425669535782
2003-08-06,82.90591897760908
2003-08-07,83.20293308284083
2003-08-08,84.08731171137872
2003-08-11,84.50673501654158
2003-08-12,85.34798682808173
2003-08-13,85.23380184563302
2003-08-14,86.18983932502945
2003-08-15,86.30378765672523
2003-08-18,87.62203222137286
2003-08-19,88.32896310812569
2003-08-20,88.14524435118966
2003-08-21,89.55136131828226
2003-08-22,89.72898556286029
2003-08-25,89.26181328590413
2003-08-26,89.28258130098983
2003-08-27,89.37481202284916
2003-08-28,89.69786173478448
2003-08-29,89.51686793193826
2003-09-01,90.09407771157407
2003-09-02,91.5856005893199
2003-09-03,92.56630652606287
2003-09-04,92.10215491910982
2003-09-05,90.85366284034642
2003-09-08,91.13931431643988
2003-09-09,90.07812460555049
2003-09-10,88.93067586264486
2003-09-11,89.26561588825598
2003-09-12,88.7085597913573
2003-09-15,88.61242537926971
2003-09-16,90.44624293163552
2003-09-17,90.22180833143364
2003-09-18,91.06164024182408
2003-09-19,90.2178679764896
2003-09-22,88.27596200509427
2003-09-23,88.50659495718021
2003-09-24,87.67839429478241
2003-09-25,86.68519123621596
2003-09-26,86.41643044498247
2003-09-29,86.3879015837316
2003-09-30,84.9015250422392
2003-10-01,86.14690504438957
2003-10-02,86.79755386214713
2003-10-03,88.27282267863777
2003-10-06,88.24623952800376
2003-10-07,87.88608023015323
2003-10-08,87.21401999468804
2003-10-09,88.36905138666494
2003-10-10,88.08387898684816
2003-10-13,89.53773858123758
2003-10-14,89.62844992379439
2003-10-15,90.0158961005562
2003-10-16,89.9321917546174
2003-10-17,89.68354603136247
2003-10-20,89.79537043242742
2003-10-21,89.81269450700468
2003-10-22,87.97659189303747
2003-10-23,87.37706508532565
2003-10-24,87.02604859662598
2003-10-27,87.75426118810738
2003-10-28,89.38302683413184
2003-10-29,89.6648370168087
2003-10-30,89.78592066332686
2003-10-31,90.08984106465046
2003-11-03,91.68619114433444
2003-11-04,91.49217953160428
2003-11-05,91.3263189307315
2003-11-06,91.78846735179486
2003-11-07,91.74108024868664
2003-11-10,91.06786351153148
2003-11-11,90.49728759800712
2003-11-12,90.5841168714524
2003-11-13,90.4567328173108
2003-11-14,89.72515462339533
2003-11-17,88.46983583458338
2003-11-18,87.55714353211658
2003-11-19,87.42562509445943
2003-11-20,87.17409892791069
2003-11-21,87.23986856461904
2003-11-24,89.29151351040302
2003-11-25,89.38756303589265
2003-11-26,89.04418564397201
2003-11-27,89.31395993343958
2003-11-28,88.68972722928521
2003-12-01,89.98985825786457
2003-12-02,89.17167729162688
2003-12-03,89.12886935865896
2003-12-04,89.63032213053495
2003-12-05,88.6422347272683
2003-12-08,88.34547513605338
2003-12-09,88.16475881080927
2003-12-10,87.52618113904062
2003-12-11,88.77629170446704
2003-12-12,88.43596993217055
2003-12-15,88.27781445678099
2003-12-16,88.09642944619277
2003-12-17,87.8379683035488
2003-12-18,88.70582469788685
2003-12-19,88.97327601541777
2003-12-22,88.83200180139639
2003-12-23,89.14529946696813
2003-12-24,88.96917839085059
2003-12-25,88.9753622349681
2003-12-26,89.1484823446513
2003-12-29,89.7825105203486
2003-12-30,89.80525896011123
2003-12-31,89.56590499507017
2004-01-01,89.56590499507017
2004-01-02,89.91179801017783
2004-01-05,90.50244470887812
2004-01-06,90.1731711630819
2004-01-07,90.37486018758138
2004-01-08,90.8035375477284
2004-01-09,89.70903072997295
2004-01-12,90.12083163780083
2004-01-13,89.94454982651219
2004-01-14,91.10756269359352
2004-01-15,91.4330117001567
2004-01-16,93.23128782299702
2004-01-19,93.47550566549133
2004-01-20,92.39607793314578
2004-01-21,92.64351305260357
2004-01-22,92.1530961171736
2004-01-23,92.15547070857936
2004-01-26,93.23426893126744
2004-01-27,92.51417091987616
2004-01-28,91.96310204150004
2004-01-29,92.92251065317146
2004-01-30,92.39854992055196
2004-02-02,92.56092702584768
2004-02-03,91.89517679620124
2004-02-04,91.368616786177
2004-02-05,91.0188201637833
2004-02-06,91.3241438080231
2004-02-09,91.74289007159012
2004-02-10,91.96003177039836
2004-02-11,92.66420603059365
2004-02-12,91.74690459221476
2004-02-13,91.67183949430864
2004-02-16,91.80267526159552
2004-02-17,92.42065956467108
2004-02-18,92.11471031698984
2004-02-19,92.93913327543052
2004-02-20,92.98229122198312
2004-02-23,93.0444299094489
2004-02-24,91.9988525675596
2004-02-25,92.9313962699204
2004-02-26,93.7361574136689
2004-02-27,93.93065796745304
2004-03-01,94.8727674850102
2004-03-02,95.44956332083756
2004-03-03,96.28473066837633
2004-03-04,96.29870614794486
2004-03-05,95.18094880635428
2004-03-08,95.10496815635548
2004-03-09,94.31334609744228
2004-03-10,94.31980633878224
2004-03-11,92.53055608433704
2004-03-12,93.41848990539614
2004-03-15,92.106845664761
2004-03-16,92.07135685908936
2004-03-17,94.104057610578
2004-03-18,92.83455042236176
2004-03-19,92.51998471440103
2004-03-22,91.03647189006084
2004-03-23,91.45138227538315
2004-03-24,91.87052872078476
2004-03-25,93.41560083045508
2004-03-26,94.0553773906838
2004-03-29,94.80317486920303
2004-03-30,94.8660500754084
2004-03-31,94.33997250371807
2004-04-01,94.58403257078136
2004-04-02,96.68468148073327
2004-04-05,98.14354918229368
2004-04-06,97.64707579675404
2004-04-07,96.70114146878272
2004-04-08,97.09510210800916
2004-04-09,96.95036552031728
2004-04-12,97.57917604039936
2004-04-13,97.89183449926314
2004-04-14,97.02253057179706
2004-04-15,96.7869246848744
2004-04-16,96.74027982465442
2004-04-19,96.77967534178184
2004-04-20,96.95260170276876
2004-04-21,97.06826398724314
2004-04-22,98.03861573442236
2004-04-23,98.55113871388627
2004-04-26,98.31629891284928
2004-04-27,97.95963391918325
2004-04-28,97.02079422396558
2004-04-29,95.74157712546328
2004-04-30,94.73193405769588
2004-05-03,95.56302403328974
2004-05-04,95.20809860939686
2004-05-05,95.3237129208997
2004-05-06,94.60690164633606
2004-05-07,94.42704372158606
2004-05-10,92.68480000520564
2004-05-11,93.73398006107288
2004-05-12,93.3663882358719
2004-05-13,93.58902775723428
2004-05-14,93.24185318447664
2004-05-17,91.23720978470683
2004-05-18,92.16106907545252
2004-05-19,92.55496715676875
2004-05-20,92.87804084690283
2004-05-21,92.87648973232908
2004-05-24,93.4643180863163
2004-05-25,93.31422558384132
2004-05-26,93.87501079479644
2004-05-27,93.54825329973568
2004-05-28,93.77022840252464
2004-05-31,93.84148043432717
2004-06-01,93.6781251096587
2004-06-02,93.6029197584072
2004-06-03,93.20284669080152
2004-06-04,93.73186001226836
2004-06-07,94.8366965669142
2004-06-08,95.27396264062588
2004-06-09,95.65486518016156
2004-06-10,96.01638312489597
2004-06-11,96.34850317697531
2004-06-14,94.87776450193246
2004-06-15,95.48477728952
2004-06-16,96.40231321402494
2004-06-17,96.26842870541098
2004-06-18,95.86940472324082
2004-06-21,95.97488317157618
2004-06-22,95.8396087757027
2004-06-23,96.42111501218685
2004-06-24,96.21079127262377
2004-06-25,96.07591972530685
2004-06-28,96.02129897968864
2004-06-29,96.37471380180524
2004-06-30,96.12216840663478
2004-07-01,95.65512432370234
2004-07-02,94.39321931384336
2004-07-05,94.3420621481232
2004-07-06,93.75079599737008
2004-07-07,93.37718356370291
2004-07-08,92.75429402693038
2004-07-09,93.11490231717184
2004-07-12,93.077760481042
2004-07-13,93.54781291249652
2004-07-14,92.84424082087276
2004-07-15,92.39699652496456
2004-07-16,91.94623491505548
2004-07-19,91.98313672397306
2004-07-20,92.488947166372
2004-07-21,92.80924989345068
2004-07-22,92.22731511006504
2004-07-23,92.40542852494688
2004-07-26,91.7963471071569
2004-07-27,92.76725202919552
2004-07-28,93.11297884104556
